VideoID,AudioID,Link,Search term,Contextual description,Disgust stimulus,Elicitor category,Elicitor category; 1moral,Disgust category,Noise level,Gender,Age,Linguistic group,Confidence in disgust category,Experience valence,Intensity of expression,Main sense,Vocalisation type,Sound structure,Nationality,Notes,file,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
v_if_038_03,a_if_038_03,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of khash (cows feet and head stew),food,food,pathogen disgust,3,male,4,1,3,negative,3,Sight,Interjection,uägh,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_03,46.50008,0.059237707,44.222656,46.50048,47.63733,3.4146729,214.40085,134.73639,-64.70424,63.051006,5.9392376,0.18078667,4.9593687,6.052391,6.844455,1.885086,20.441393,12.241304,20.56738,8.314256,7.0306664,0.24685976,5.4711695,1.6532773,-7.3738713,-1.5051254,-13.489101,-0.6517526,-43.41477,-0.24521196,0.017282179,1.0141407,0.67949927,0.4411745,7.857653,0.4068355,7.752345,1.0983965,11.021243,0.7073887,1051.5056,0.09958037,808.03394,0.23467103,-6.9544725,-1.3645369,2392.8774,0.092903756,368.0502,0.526269,-18.194408,-0.4959123,3177.6467,0.055149723,834.7296,0.22520183,-12.703122,-0.73343843,-5.2281427,-1.1359808,12.976178,0.48656785,0.107409924,0.45897013,-0.011741715,-0.8966217,7.1298633,0.22385812,3.8599434,2.4383423,-11.152302,-0.80914915,-14.341717,-0.64456135,-45.58681,-0.23258772,0.0,0.0,0.0,0.0,0.0,4.4444447,2.777778,0.35,0.0,0.0,0.0,-8.600587
v_if_038_04,a_if_038_04,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of tuna eyeballs,food,food,pathogen disgust,3,male,4,1,3,negative,3,Sight,Interjection,uagh,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_04,48.44617,0.09602766,42.601154,49.78961,52.85981,10.258656,210.74423,150.73523,11.14591,16.659492,4.371588,0.30214438,4.1589355,4.657993,5.357665,1.1987295,26.659805,23.645866,-9.242461,12.267094,4.58676,0.49832973,17.722284,0.37096035,-6.934682,-0.8993613,-9.09768,-1.4679537,-35.055096,-0.404516,0.04520634,1.2510152,1.1220067,0.62271166,10.025352,0.42104423,11.640623,0.9584669,13.2786875,0.9466256,899.64575,0.25652236,920.96533,0.24188957,-15.2403145,-0.7412246,2144.4944,0.16222273,586.542,0.37342924,-29.001743,-0.36851504,3061.6226,0.077673435,647.1792,0.41753477,-26.256754,-0.33037972,-10.823776,-0.45436996,21.04489,0.23485132,0.046976395,0.82451797,-0.025659962,-0.32087263,5.0070276,0.41255268,16.110176,0.25765187,-7.672244,-0.7852871,-11.229918,-1.0674661,-38.05035,-0.2842743,0.0,0.0,0.0,0.0,0.0,3.7974684,1.388889,0.71,0.0,0.0,0.0,-8.519415
v_if_038_05,a_if_038_05,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,description of black pudding,food,food,pathogen disgust,3,male,4,1,3,negative,2,Sight,Interjection,uagh,US,,a_if_038_05,36.402706,0.13343322,32.06257,36.713383,41.491745,9.429176,66.03999,0.0,-131.86563,0.0,2.8554304,0.18626712,2.3583431,2.6747866,3.4247503,1.0664072,27.593405,15.92049,8.625032,7.1735253,3.9865875,0.44413424,30.619246,0.13163142,8.417361,0.8310723,2.0087237,2.1729732,-23.175615,-0.38813916,0.11888267,1.4265581,0.7026891,0.52015316,6.3245316,0.82529706,11.787723,0.7869506,28.754738,0.19331487,687.009,0.39087093,1191.321,0.15627584,-10.117637,-0.78701824,1750.0704,0.24277236,987.2801,0.38132167,-22.644367,-0.34385863,2877.1375,0.11194069,505.531,0.5674497,-28.325901,-0.22529058,-17.590927,-0.1781319,28.765581,0.12319681,0.07233133,0.3282902,-0.022581378,-0.23484425,3.8722036,0.48606148,30.633854,0.13094139,7.783734,0.9469477,1.5522686,2.863044,-24.843533,-0.35086882,0.0,0.0,0.0,0.0,0.0,10.256411,3.0303032,0.32,0.0,0.0,0.0,-11.973384
v_if_038_06,a_if_038_06,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,description of century egg creation,food,food,pathogen disgust,3,male,4,1,3,negative,3,Sight,Interjection,öhh,US,,a_if_038_06,41.89599,0.06266467,40.84232,41.17238,41.220837,0.37851715,15.678475,0.0,127.411575,91.943985,5.1075344,0.17687468,4.8334675,5.4407187,5.7870235,0.95355606,16.792662,0.0,-26.99181,0.0,2.685393,0.74290025,4.754755,1.2366022,-7.9777117,-0.49454725,-30.894531,-0.30818042,-26.195911,-0.34358254,0.0139569985,2.4712124,0.46195722,1.6774627,13.016943,0.26552093,11.3818445,0.5358453,18.346666,0.3536381,1048.5386,0.031314928,707.7017,0.31011468,-1.939973,-4.7795014,2060.8196,0.043977875,744.3658,0.19341213,-12.416174,-0.49054712,3329.2437,0.05547981,316.88684,0.3679385,-11.21888,-0.6530689,-5.2947416,-0.6476521,15.115169,0.3084862,0.0979852,0.1818402,-0.0085621085,-0.54505616,2.6642635,0.7809545,4.1871758,1.5248492,-8.206151,-0.46056268,-31.06485,-0.3367956,-29.925743,-0.08273182,0.0,0.0,0.0,0.0,0.0,3.125,3.846154,0.25,0.0,0.0,0.0,-10.941067
v_if_038_07,a_if_038_07,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of a wasp cracker,food,food,pathogen disgust,3,male,4,1,3,negative,2,Sight,Interjection,ehh and laughing,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_07,37.08944,0.22522584,30.865318,39.074062,40.671093,9.805775,339.7017,236.4894,175.02222,132.11345,3.594928,0.427745,1.6124278,4.296273,5.075327,3.4628992,51.7759,22.402296,25.065067,22.649054,4.139203,0.66189134,17.106983,0.518069,-9.135696,-1.2727927,-10.301242,-0.8359326,-24.243092,-0.54661834,0.0827475,1.66831,1.3090253,0.91253245,4.270861,1.2949966,4.461467,2.7696002,16.01958,0.75922686,938.6544,0.20631564,894.18915,0.23642127,-23.262806,-2.716012,2014.108,0.10678594,899.75183,0.55813134,-27.694164,-2.0804036,3094.837,0.08706032,421.92798,0.94998527,-30.91838,-1.842583,-7.0246544,-0.8813252,17.310476,0.35359877,0.037130438,1.0611924,-0.018661462,-0.6264673,4.5613017,0.5887958,15.151454,0.5138573,-11.240649,-0.9625242,-11.554605,-0.7543491,-26.935005,-0.4767738,-6.8293705,14.835014,0.04777282,-0.015918033,3.4367113,5.434783,4.651163,0.1775,0.0967923,0.035,0.005,-12.397004
v_if_038_08,a_if_038_08,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of fried spiders on a plate,food,food,pathogen disgust,3,male,4,1,3,negative,3,Sight,Interjection,ehh and laughing,US,,a_if_038_08,31.016058,0.29980254,19.708057,36.655773,39.067818,19.35976,165.68097,202.71375,270.20163,234.78847,2.5539439,0.46430388,1.1251397,2.678429,3.7072792,2.5821395,40.67526,12.236939,25.817183,14.07533,3.8263164,0.64545697,25.567944,0.18987513,-4.7044544,-1.3705736,-3.4100652,-1.935363,-13.121237,-0.66639215,0.14316672,0.9628049,1.5616289,0.4724078,0.6164001,8.35016,10.6627,0.7503404,22.042917,0.38539585,667.4349,0.47540882,1072.4039,0.1748665,-25.802317,-2.2157567,1659.4215,0.25568676,754.3036,0.26902205,-27.686861,-1.6471337,2779.7507,0.17263333,547.54626,0.34278163,-34.19757,-1.2865111,-10.443916,-0.27557614,19.285952,0.23107593,0.029348752,0.8709465,-0.016135983,-0.36132342,3.209665,0.716668,24.513039,0.21216674,-5.0635214,-1.2700297,-2.9184604,-2.2190032,-14.843677,-0.5601657,-14.758653,22.726107,0.08708133,-0.027013399,7.4317837,5.7971015,5.357143,0.16,0.12569804,0.02,0.0,-14.342844
v_if_038_09,a_if_038_09,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,description of witchetty grub (Australian larvae dish),food,food,pathogen disgust,3,male,4,1,3,negative,2,Sight,Interjection,uoh and slight coughing,US,,a_if_038_09,33.80292,0.23111185,29.523342,33.247776,39.73543,10.21209,98.26272,110.09045,360.3278,305.61438,2.644611,0.40408322,1.587043,2.6492689,3.7314777,2.1444347,18.887043,12.425633,15.051808,9.194139,2.3916848,0.43467706,32.87442,0.13878594,-26.757706,-0.51054895,-0.079501815,-101.62794,-18.419973,-0.8495852,0.10412222,1.6839981,2.310788,0.6299553,-0.15571016,-26.131273,-4.353371,-1.850259,3.553673,2.7968934,749.753,0.2872833,1210.1079,0.11439179,-40.968937,-1.9468238,1753.0486,0.19236887,1003.5873,0.23407085,-40.256516,-1.7903367,2745.357,0.12327926,710.5187,0.27248213,-43.466396,-1.6017839,-5.015989,-1.0726545,16.051764,0.30135754,-0.0042956197,-7.78589,-0.021611966,-0.62919706,2.4743283,0.38826516,32.53817,0.14333244,-27.469229,-0.49457908,-0.8424691,-9.960444,-20.670708,-0.7951842,-3.9587445,15.430833,-0.028174847,-0.017761987,2.5009449,4.516129,4.6979866,0.16142856,0.15403418,0.044,0.020591259,-16.979511
v_hs_008,a_hs_008,https://www.youtube.com/shorts/NovyoY0U2WE,rotten food,man eats raw meat,raw meat,food,food,pathogen disgust,1,male,4,1,3,negative,2,Sight,Nonverbal vocalisation,oh,Western europe,,a_hs_008,34.466827,0.11101183,31.6111,31.857779,39.514046,7.9029465,110.967606,60.665115,143.58229,0.0,1.8649497,0.4095694,1.0701957,2.1258817,2.5423083,1.4721127,8.430234,0.0,-20.42373,0.0,2.3795915,0.7003709,31.532162,0.20034847,-7.9738736,-0.64869106,-11.465725,-0.5887578,-18.807611,-0.6055041,0.18962649,1.2279385,2.0707502,0.48709735,-1.1032717,-3.5960824,-2.4766164,-2.0999215,12.823831,0.3084054,895.8256,0.035171084,998.3049,0.057366114,-13.260907,-4.785096,2062.067,0.03476638,631.5514,0.20947884,-29.400799,-1.9608353,2845.6345,0.021735042,655.8786,0.16251053,-24.3208,-2.4365172,-13.491291,-0.28312382,15.5195055,0.20682615,0.094299056,0.104070865,-0.048922278,-0.281202,1.7329574,0.49714735,31.123531,0.17319489,-7.0304704,-0.8090641,-12.958926,-0.5428408,-19.338526,-0.4623124,-1.682874,10.382161,0.04255083,0.011884083,0.13313632,2.777778,4.0,0.21,0.0,0.02,0.0,-17.894598
v_hs_009,a_hs_009,https://www.youtube.com/shorts/FEdvHp_ydmo,rotten food,man drinks the leftover juice from raw meat pot,leftover juice from raw meat pot,food,food,pathogen disgust,1,male,4,1,3,negative,3,Sight,Nonverbal vocalisation,ew,Western europe,,a_hs_009,24.39673,0.30650604,14.297578,27.445587,31.928143,17.630566,106.120026,25.754873,58.084373,0.0,1.8064399,1.0031005,0.24062818,0.6542116,4.047774,3.8071456,13.9100485,6.5470147,8.764204,0.26901388,1.8752156,1.1689619,27.693098,0.30359477,-10.374125,-0.9387835,-3.4813514,-3.0913117,-5.031514,-2.161858,0.09364322,0.99612296,1.6677036,0.83840764,-2.1432638,-2.2033482,-13.516874,-2.5530915,3.635794,9.017248,858.21765,0.21966566,1248.2,0.12443584,-62.688335,-1.5179303,1896.2076,0.114044495,1046.717,0.1958284,-67.89838,-1.327452,2839.5002,0.100265495,892.9172,0.2133162,-69.24985,-1.2924216,-9.557696,-0.3800438,18.4205,0.3313521,0.07553072,0.5353615,-0.02232449,-0.66134775,2.544134,0.9201145,31.029507,0.23877873,-10.708688,-1.0626748,-0.9742558,-10.780691,-6.754218,-1.7633982,-4.610914,16.60913,0.07849437,-0.00463775,0.90722233,1.869159,1.980198,0.32999998,0.21,0.155,0.065,-16.795086
v_hs_010_01,a_hs_010_01,https://www.youtube.com/watch?v=sh66t0wPNwU,rotten food,man Smells expired grits,expired grits,food,food,pathogen disgust,1,male,4,1,3,negative,3,Sight,Nonverbal vocalisation,eww,US,,a_hs_010_01,36.42586,0.23922399,24.80407,40.139175,42.17739,17.373322,92.13311,22.841682,134.36494,0.0,2.9258232,0.50267756,1.3933207,3.046671,4.2914786,2.898158,19.63082,3.5982738,10.709312,6.6756415,2.4291291,0.66836756,10.80848,1.2303091,-7.410926,-0.97554857,4.432118,2.8191476,2.1537778,5.145647,0.06821966,1.1951433,1.2747283,0.4573384,3.5484734,0.96212363,2.241795,4.6906066,8.725893,1.1529143,704.1981,0.38442603,1111.423,0.18653151,-103.8894,-0.9039588,1708.1525,0.17868377,839.4667,0.23576576,-89.69489,-0.9931306,2804.6284,0.1187425,954.0825,0.5648987,-92.83241,-0.9333221,-8.477644,-0.79579836,18.500547,0.45029688,0.0021952286,21.309446,-0.006131523,-1.2690861,2.383479,0.55006343,17.438848,0.62738323,-6.4905853,-1.3463838,4.128493,3.5800343,1.3159999,9.994879,-2.9111428,11.103294,-0.019241188,-0.0018290037,2.631238,3.478261,3.6363635,0.14999999,0.088034086,0.105,0.07566373,-16.247356
v_hs_010_02,a_hs_010_02,https://www.youtube.com/watch?v=sh66t0wPNwU,rotten food,man eats expired vegemite, expired vegemite,food,food,pathogen disgust,2,male,4,1,3,negative,3,Sight,Nonverbal vocalisation,eww,US,,a_hs_010_02,38.60285,0.13394943,32.061867,41.003277,42.385464,10.323597,161.09645,149.75607,72.29816,31.040579,2.7655375,0.9616897,0.1258387,1.781587,5.1741395,5.0483007,26.59665,10.826379,32.48872,13.565278,2.9005837,1.0967973,15.630441,0.4010872,-4.162649,-4.0772023,-3.68443,-4.237224,-10.260403,-1.8902009,0.052894376,1.5722984,1.28969,0.5196744,2.9285123,1.5756918,2.2292378,4.045751,19.031544,0.5161708,727.78613,0.30761263,1171.8281,0.16644065,-79.07566,-1.2637751,1770.4292,0.19760625,902.79315,0.27878618,-65.17442,-1.4341944,2956.9773,0.1419485,732.60455,0.45442748,-72.839294,-1.2084107,-3.7469118,-1.6602812,14.66875,0.4173239,0.0016276959,26.52995,-0.009426604,-1.0043882,4.2668757,0.7598497,16.276245,0.38817623,-13.644108,-0.9750878,-14.023107,-0.6144904,-22.194754,-0.604754,-29.533188,41.19805,-0.102901325,-0.0016280544,0.30703044,1.904762,1.0101011,0.65999997,0.0,0.31,0.0,-13.860073
v_if_038_10,a_if_038_10,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of boiled silkworms,food,food,pathogen disgust,2,male,4,1,3,negative,2,Sight,Interjection,öhh,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_10,41.601933,0.23703326,31.442814,38.813152,53.046795,21.603981,199.67194,76.27875,22.575096,23.022049,4.990312,0.09936628,4.6329026,4.955304,5.512848,0.8799453,15.637507,11.645829,3.790906,3.350198,3.1262422,0.31098476,14.453648,0.19231628,-8.083171,-0.71346486,-19.140133,-0.39253575,-20.121328,-0.31718308,0.025636476,1.4361179,0.61817616,0.6758873,9.357101,0.18947008,7.0425434,1.9125099,17.451029,0.41658053,1012.8756,0.027728245,749.46875,0.08667425,-0.9628009,-10.256186,2122.9695,0.034410704,494.84558,0.27958018,-9.783848,-1.1709222,3235.224,0.05272631,367.37973,0.6043677,-14.566157,-0.7199412,-7.186012,-0.5782498,17.072931,0.26351517,0.05288886,0.8017603,-0.02063436,-0.30306244,3.1336975,0.3246646,14.199669,0.18932888,-8.208537,-0.72152716,-19.386847,-0.39846632,-20.13443,-0.3194534,0.0,0.0,0.0,0.0,0.0,4.3478265,1.1764706,0.84,0.0,0.0,0.0,-9.428499
v_if_038_11,a_if_038_11,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,other silkworm picture from other country (people holding them in their hands),food,food,pathogen disgust,3,male,4,1,3,negative,2,Sight,Interjection,äh hähää,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_11,32.79677,0.06194926,31.225994,32.799286,34.616253,3.3902588,58.490635,67.56133,41.86341,10.087109,4.482329,0.26651055,3.610055,4.793226,5.422079,1.8120241,19.335072,17.307041,32.193558,28.75284,3.5719097,0.29411438,22.619972,0.16847484,-9.645275,-0.81925845,-13.4355545,-0.6200931,-19.099184,-0.5684398,0.010525365,0.81191087,0.6799368,0.79776925,7.5591125,0.45810458,-9.972351,-0.40877104,17.845648,0.3369733,928.90936,0.27821013,947.37177,0.20466334,-9.859151,-4.4274964,2009.8724,0.15587662,827.2086,0.20114185,-14.920207,-2.4944885,3138.262,0.13271865,762.5179,0.4342213,-21.598316,-1.6733944,-8.506056,-0.36165032,21.51156,0.16981125,0.11275447,0.16080715,-0.017970257,-0.17065437,3.6389163,0.27229193,22.58752,0.17102794,-11.460762,-0.5877953,-16.02904,-0.27023646,-22.560919,-0.27596897,-11.166545,17.076841,0.06539888,-0.014417637,3.4542525,4.83871,3.508772,0.26,0.16,0.02,0.0,-10.335699
v_if_038_12,a_if_038_12,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,mopane worms picture,food,food,pathogen disgust,3,male,4,1,3,negative,3,Sight,Interjection,ähh,US,video file BEGINS with vocalisation(it's only a picture anyway),a_if_038_12,38.81321,0.057296522,37.520687,39.691463,40.45481,2.934124,267.91382,0.0,70.87719,51.992496,4.6654367,0.23202275,4.324135,5.121813,5.465184,1.1410494,30.931202,30.448889,16.098331,14.945255,2.6733186,0.64145035,15.37566,0.32028636,-19.455385,-0.5397031,-12.1592045,-0.69290036,-22.206688,-0.49236095,0.005868482,3.1678107,0.31360224,0.5305394,11.465946,0.3638021,1.0338591,4.7459154,18.936287,0.26021922,1044.3357,0.2362662,845.84576,0.17588377,-15.155907,-4.1326222,2119.591,0.13508007,554.56537,0.2777744,-15.205376,-3.9988103,3341.4292,0.10822806,371.26337,0.55731624,-23.987686,-2.3936172,-3.8562992,-0.8551143,10.83528,0.3106715,0.04381375,1.0197835,-0.01219725,-0.3693338,2.3911896,0.7236011,13.611142,0.3071977,-23.09151,-0.40325877,-13.975882,-0.50935453,-24.64918,-0.2866179,-4.315911,13.512978,0.030465893,-0.006696892,2.888216,3.2608697,2.6666667,0.325,0.285,0.07,0.0,-11.804205
v_if_038_13,a_if_038_13,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,frozen worm that's eaten after having a shot of tequila,food,food,pathogen disgust,2,male,4,1,3,negative,1,Sight,Interjection,ohh,US,,a_if_038_13,21.656734,0.182488,17.251883,21.171806,25.089195,7.8373127,136.19336,157.98709,62.356476,32.864944,3.0647974,0.2768591,2.2066958,3.1171575,3.8797698,1.673074,19.379152,16.565018,8.68179,5.519111,2.0916233,0.26649398,26.576624,0.17526862,-8.043445,-0.81177586,-0.36763328,-11.175049,-28.783974,-0.59314185,0.051541477,1.5077306,1.3130107,1.0730467,1.4323058,2.4547622,-0.3085347,-7.965876,9.677824,0.4417514,828.03815,0.27723232,1208.8523,0.117183805,5.7454667,0.8320166,1966.0392,0.21159406,695.36896,0.5978742,0.28532964,16.956396,3038.6184,0.12349556,852.73303,0.3350502,-4.015219,-1.1557989,-10.376099,-0.23894708,17.142157,0.16821435,0.035138633,0.7616893,-0.03213269,-0.2566871,2.0838346,0.23674868,26.136204,0.17600001,-8.927148,-0.6805302,0.55830824,4.95793,-32.163483,-0.4070943,0.0,0.0,0.0,0.0,0.0,6.9444447,1.5151516,0.65,0.0,0.0,0.0,-15.672409
v_if_038_14,a_if_038_14,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,pickled egg,food,food,pathogen disgust,2,male,4,1,3,negative,2,Sight,Interjection,ehh,US,,a_if_038_14,31.901058,0.24817014,23.56839,33.90734,36.865692,13.297302,130.59813,0.0,-90.74362,0.0,3.3463619,0.3230995,2.3041573,3.7138119,4.3369265,2.0327692,5.04209,8.357053,18.251783,6.410883,3.1315272,0.5930804,28.139433,0.09234162,-2.1267798,-1.8350344,-2.0883613,-2.9440258,-19.953167,-0.45427293,0.048399556,0.9233921,0.74592394,0.6722217,5.645486,1.1128618,7.2320666,1.2958916,21.383148,0.45541286,821.12286,0.3439446,1016.24097,0.18765274,-0.19851278,-58.999615,1974.0604,0.2213565,753.5806,0.43703005,-9.765635,-1.018641,2867.532,0.12244474,734.3088,0.42259046,-13.024193,-0.6753177,-11.617105,-0.35451156,23.633926,0.2658553,0.07832587,0.37542725,-0.021219509,-0.2589807,3.4195666,0.5217196,28.497858,0.08557847,-1.4203655,-2.3612216,-2.9440384,-1.9816213,-21.298115,-0.4016439,0.0,0.0,0.0,0.0,0.0,3.3898306,1.8867925,0.52,0.0,0.0,0.0,-9.4028
v_if_038_15,a_if_038_15,https://www.youtube.com/watch?v=ReMQ3_FW_Uw&list=PLdxpsEsuvjd57hxPXa-vX_sDRp6Lq1OLh&index=15&t=87s,most disgusting food people eat reaction,man reacts to most disgusting dishes from around the world,picture of frog legs on a plate,food,food,pathogen disgust,3,male,4,1,3,negative,2,Sight,Interjection,ähh,US,,a_if_038_15,32.3191,0.09544548,29.27332,32.80174,34.281776,5.008457,170.4615,63.737953,116.29184,112.71888,4.828405,0.16426183,4.704783,5.1545315,5.333169,0.628386,10.084392,1.371535,9.336642,3.37385,2.931112,0.35933086,12.033395,0.30872932,-6.757342,-1.2589399,-14.226564,-0.41372052,-19.40753,-0.5315519,0.059607454,1.1626467,0.87495005,1.0304991,2.4865642,1.923741,-8.64839,-0.69998646,10.597395,0.6626525,1098.6481,0.09950836,732.00543,0.11629652,9.315804,0.8200061,2272.0442,0.0660712,569.66547,0.22094424,1.4800776,3.1309884,3360.054,0.050220575,276.15158,0.38815007,-0.63846296,-8.147376,-4.537257,-0.5611543,17.834787,0.26361832,0.054156117,0.5695732,-0.009774444,-0.49169424,3.0924585,0.31706986,11.374914,0.28487837,-8.810139,-0.66254526,-14.699157,-0.4053941,-19.912043,-0.53342676,0.0,0.0,0.0,0.0,0.0,3.0769231,1.6949153,0.58,0.0,0.0,0.0,-11.855817
